AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,57,22.79,18.73,12.23,2.9,113.07,43.17,Medium,60,64,36,60,168,14,Partial Shade,Loamy,6.6,Moderate,Outdoor,Small,Low,Regular,Edible,Ashoka
Urban,53,8.94,39.76,2.93,3.66,93.19,43.95,Medium,36,87,30,66,127,0,Partial Shade,Clay,7.6,Moderate,Indoor,Small,Medium,Rare,Shade,Neem
Urban,65,31.6,31.96,8.76,3.69,86.8,51.66,High,17,100,26,76,230,7,Full Shade,Clay,6.5,Moderate,Indoor,Medium,High,Frequent,Edible,Gulmohar
Residential,76,28.08,36.62,11.1,0.5,143.7,43.44,Medium,54,52,31,57,174,17,Partial Shade,Loamy,6.9,Good,Outdoor,Large,Medium,Regular,Shade,Jamun
Residential,112,36.3,44.39,11.66,4.74,142.91,43.0,High,44,73,30,61,84,3,Partial Shade,Clay,7.0,Moderate,Balcony,Small,Low,Regular,Decoration,Guava
Residential,74,23.81,29.98,7.77,0.94,111.92,51.87,Medium,39,27,37,60,213,7,Full Sun,Clay,7.1,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Mango
Rural,99,39.89,55.12,6.43,5.34,142.52,48.75,Low,80,23,18,55,155,16,Partial Shade,Sandy,6.2,Good,Outdoor,Large,Medium,Regular,Air Purification,Jamun
Residential,63,8.0,42.45,7.53,4.29,149.01,50.26,High,6,71,28,74,285,14,Partial Shade,Loamy,6.2,Poor,Outdoor,Large,Medium,Frequent,Decoration,Guava
Urban,47,12.56,30.12,2.0,0.5,128.86,27.29,Low,66,33,22,80,107,1,Full Shade,Clay,7.7,Poor,Indoor,Small,Medium,Regular,Air Purification,Guava
Rural,66,23.07,36.13,7.41,0.5,87.42,45.94,Low,63,17,18,58,324,9,Partial Shade,Loamy,7.7,Poor,Outdoor,Large,Medium,Frequent,Decoration,Banyan
Residential,76,26.3,40.93,9.08,2.62,104.9,35.02,Medium,30,72,31,36,2,0,Full Sun,Sandy,7.2,Moderate,Balcony,Large,Medium,Regular,Shade,Peepal
Residential,122,57.29,54.68,15.96,4.1,204.67,67.51,Medium,33,64,24,91,305,7,Partial Shade,Sandy,6.4,Good,Indoor,Medium,Medium,Rare,Edible,Gulmohar
Residential,53,17.46,16.63,2.06,2.4,144.69,24.19,High,12,81,38,67,149,0,Full Shade,Loamy,7.5,Moderate,Indoor,Small,Medium,Frequent,Air Purification,Mango
Rural,110,44.24,38.84,13.26,4.73,168.11,53.72,Medium,51,50,31,61,220,15,Partial Shade,Loamy,6.5,Good,Outdoor,Medium,Low,Rare,Edible,Peepal
Residential,52,30.03,36.36,8.96,2.13,106.87,33.91,Low,87,27,27,67,182,8,Partial Shade,Loamy,7.1,Good,Balcony,Large,Medium,Regular,Air Purification,Mango
Residential,106,41.0,48.26,11.45,4.14,154.58,47.42,Medium,44,51,34,68,274,7,Partial Shade,Loamy,7.2,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Arjun
Urban,98,30.3,48.98,12.61,2.49,144.15,49.29,High,37,83,37,56,16,0,Full Sun,Loamy,6.8,Good,Indoor,Small,Low,Rare,Shade,Neem
Residential,68,16.73,34.25,9.2,1.3,97.13,34.58,Medium,47,37,32,28,77,12,Full Sun,Loamy,6.1,Moderate,Outdoor,Large,Medium,Rare,Decoration,Mango
Urban,71,29.9,35.91,2.0,3.84,137.34,38.67,High,17,81,24,61,146,4,Partial Shade,Loamy,6.8,Good,Indoor,Small,Medium,Regular,Air Purification,Mango
Rural,65,33.32,34.06,4.16,3.53,99.78,39.83,Medium,41,55,20,43,42,13,Partial Shade,Loamy,6.5,Good,Outdoor,Large,Medium,Regular,Edible,Ashoka
Rural,95,36.63,49.48,19.12,3.11,157.0,42.42,Low,84,14,18,83,240,15,Partial Shade,Loamy,6.5,Good,Balcony,Medium,Low,Regular,Shade,Arjun
Urban,67,31.51,26.0,10.65,1.23,119.27,38.71,Medium,75,67,33,59,207,6,Full Sun,Loamy,6.8,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Jamun
Residential,63,38.34,39.92,5.26,5.02,134.56,43.18,High,36,93,31,70,136,0,Full Sun,Clay,7.5,Poor,Indoor,Small,Medium,Regular,Air Purification,Neem
Urban,45,21.87,17.0,7.52,4.72,85.41,26.16,High,5,89,31,70,183,6,Full Shade,Sandy,6.6,Moderate,Indoor,Small,Medium,Regular,Air Purification,Guava
Residential,75,20.15,37.42,11.59,4.76,103.28,42.65,Low,79,31,28,63,45,9,Full Sun,Loamy,6.3,Good,Outdoor,Medium,High,Rare,Shade,Mango
Rural,110,38.61,40.74,18.06,5.05,141.29,45.58,Low,84,40,32,69,187,14,Full Sun,Sandy,6.4,Good,Outdoor,Medium,Low,Regular,Air Purification,Gulmohar
Rural,79,36.29,35.85,7.55,1.54,129.66,54.68,Low,75,15,22,69,145,16,Full Sun,Sandy,6.4,Moderate,Outdoor,Large,Low,Regular,Shade,Gulmohar
Residential,75,25.26,30.22,6.37,4.97,123.45,44.88,Medium,63,35,26,67,42,3,Partial Shade,Loamy,6.1,Good,Indoor,Medium,Medium,Regular,Air Purification,Jamun
Residential,98,43.37,45.35,8.83,4.61,125.02,40.04,Medium,47,85,26,70,109,9,Partial Shade,Loamy,7.4,Moderate,Outdoor,Small,Medium,Regular,Air Purification,Peepal
Urban,117,40.21,59.02,10.24,2.77,156.55,68.31,Medium,47,79,30,41,0,0,Full Sun,Loamy,5.9,Good,Indoor,Small,Medium,Regular,Edible,Karanj
Urban,96,35.69,44.93,8.22,4.74,147.61,51.25,High,30,89,35,69,199,4,Full Shade,Clay,6.6,Moderate,Indoor,Large,Low,Regular,Decoration,Peepal
Rural,66,21.68,47.41,8.69,2.01,130.42,33.0,High,19,77,31,64,346,15,Full Sun,Clay,6.8,Moderate,Outdoor,Large,High,Regular,Decoration,Gulmohar
Urban,102,36.62,53.21,9.5,5.1,151.49,67.76,High,22,64,33,46,0,6,Partial Shade,Clay,6.5,Moderate,Indoor,Medium,Medium,Rare,Edible,Jamun
Residential,85,31.32,37.87,9.4,5.07,148.38,44.12,Low,64,39,27,69,69,5,Partial Shade,Loamy,7.7,Good,Balcony,Large,Medium,Rare,Edible,Gulmohar
Residential,113,29.64,50.77,19.66,4.97,163.11,42.88,High,30,93,28,78,211,2,Partial Shade,Clay,7.3,Moderate,Indoor,Small,High,Regular,Edible,Ashoka
Residential,82,26.41,41.46,5.55,2.01,133.77,52.92,Medium,12,41,35,70,256,9,Full Sun,Loamy,6.7,Moderate,Balcony,Medium,Medium,Rare,Edible,Jamun
Rural,47,10.11,29.37,7.58,3.14,108.66,35.14,Low,95,15,28,58,165,9,Full Sun,Loamy,5.5,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Guava
Residential,59,19.03,18.91,2.77,3.41,89.59,46.43,Medium,33,70,33,43,70,3,Partial Shade,Sandy,7.1,Good,Outdoor,Large,Medium,Regular,Air Purification,Neem
Residential,124,38.15,61.17,16.87,3.47,206.76,58.59,Low,81,47,23,74,218,16,Partial Shade,Clay,7.2,Good,Balcony,Large,Low,Regular,Shade,Banyan
Rural,109,44.04,40.12,16.29,3.56,159.95,47.95,High,5,50,25,88,208,4,Partial Shade,Loamy,6.2,Good,Indoor,Medium,Low,Rare,Edible,Mango
Residential,88,37.18,45.28,6.45,6.3,137.02,37.79,Medium,51,37,35,88,174,2,Full Shade,Loamy,6.8,Good,Indoor,Small,Low,Rare,Air Purification,Peepal
Residential,65,26.81,40.1,5.07,5.23,121.23,33.36,High,28,76,31,63,146,8,Partial Shade,Clay,7.0,Poor,Balcony,Medium,High,Regular,Air Purification,Guava
Rural,121,34.32,57.22,15.56,3.61,190.46,51.84,High,12,83,29,60,200,9,Full Sun,Loamy,6.2,Good,Indoor,Small,Medium,Frequent,Air Purification,Karanj
Urban,65,22.86,15.0,6.75,0.5,124.24,27.5,Low,50,47,30,73,178,4,Partial Shade,Clay,6.6,Moderate,Indoor,Large,Low,Regular,Shade,Neem
Urban,68,16.36,18.3,13.79,5.06,131.07,34.39,High,5,78,22,50,13,7,Full Sun,Loamy,7.3,Good,Outdoor,Large,Medium,Regular,Edible,Banyan
Rural,104,35.44,52.18,6.55,7.1,155.4,50.01,High,38,65,20,71,173,14,Partial Shade,Sandy,6.8,Good,Outdoor,Large,Low,Frequent,Decoration,Neem
Residential,65,27.33,15.0,12.16,5.11,97.29,36.7,Medium,37,78,33,49,56,11,Full Sun,Loamy,6.4,Good,Balcony,Medium,Low,Regular,Decoration,Guava
Rural,91,37.98,47.1,19.14,3.0,94.73,24.63,Medium,34,31,30,43,134,14,Full Sun,Clay,6.6,Poor,Outdoor,Medium,High,Frequent,Edible,Peepal
Residential,74,29.26,42.96,10.23,4.03,140.23,33.9,Medium,46,57,30,58,143,10,Full Sun,Loamy,6.6,Moderate,Outdoor,Large,Medium,Regular,Edible,Jamun
Rural,93,40.24,52.14,7.82,2.2,161.51,46.57,Low,66,45,37,52,214,8,Full Sun,Clay,6.9,Moderate,Outdoor,Large,High,Regular,Edible,Arjun
Urban,102,37.22,44.91,8.07,5.48,130.33,45.85,Low,86,51,30,26,46,11,Full Sun,Sandy,5.6,Moderate,Balcony,Large,Low,Rare,Edible,Mango
Urban,79,26.67,40.69,8.46,2.3,106.35,46.89,High,36,75,26,70,144,0,Full Shade,Clay,7.0,Poor,Indoor,Small,Low,Regular,Decoration,Jamun
Residential,94,38.26,45.15,13.16,2.67,123.23,43.97,High,5,89,22,83,278,3,Full Shade,Loamy,7.4,Good,Balcony,Medium,Medium,Regular,Edible,Ashoka
Urban,40,20.64,15.0,2.0,1.87,81.46,29.97,High,35,93,32,86,228,4,Full Shade,Loamy,7.0,Good,Indoor,Medium,Low,Rare,Decoration,Arjun
Rural,70,21.95,39.36,7.06,2.06,104.32,43.05,Medium,72,51,33,63,77,14,Full Sun,Clay,7.4,Good,Outdoor,Small,Medium,Frequent,Air Purification,Mango
Residential,69,27.04,44.1,8.74,3.97,121.92,46.84,Medium,47,47,29,82,240,12,Full Sun,Sandy,5.6,Poor,Outdoor,Medium,Low,Regular,Decoration,Banyan
Rural,45,15.08,28.42,12.27,0.87,99.72,32.78,Medium,56,48,25,75,318,15,Partial Shade,Sandy,6.0,Good,Outdoor,Small,Medium,Regular,Edible,Mango
Urban,58,9.09,24.34,14.67,6.42,109.9,24.33,Low,73,65,30,81,250,0,Full Shade,Clay,7.6,Poor,Indoor,Medium,Low,Frequent,Shade,Jamun
Rural,64,25.76,36.8,7.23,3.55,105.19,48.12,Low,32,22,22,87,190,14,Partial Shade,Clay,6.5,Good,Outdoor,Medium,Low,Regular,Decoration,Mango
Residential,110,30.53,60.58,7.47,3.58,141.89,60.14,Low,80,37,26,44,29,8,Partial Shade,Loamy,6.9,Moderate,Balcony,Medium,Medium,Regular,Air Purification,Neem
Residential,59,23.44,38.11,7.87,1.11,83.12,29.68,Medium,66,59,33,36,64,10,Full Sun,Loamy,7.0,Good,Outdoor,Large,Medium,Rare,Decoration,Karanj
Residential,89,22.16,49.59,10.71,3.0,127.85,48.28,Low,88,58,28,51,81,7,Full Sun,Loamy,7.1,Good,Outdoor,Large,Medium,Regular,Decoration,Karanj
Urban,81,24.41,25.29,14.03,2.92,141.91,37.35,Low,76,36,33,71,157,0,Partial Shade,Sandy,6.0,Moderate,Indoor,Medium,Low,Regular,Decoration,Peepal
Rural,82,26.46,41.63,7.61,2.85,102.26,40.57,Low,87,29,22,72,230,6,Partial Shade,Sandy,6.0,Moderate,Indoor,Medium,High,Regular,Shade,Neem
Rural,100,42.21,51.17,7.04,3.06,147.28,54.91,Low,85,35,25,66,58,10,Full Sun,Loamy,6.5,Poor,Outdoor,Small,Medium,Regular,Air Purification,Jamun
Residential,85,26.85,48.01,9.6,2.12,115.23,46.53,Medium,40,59,30,70,273,1,Partial Shade,Loamy,6.9,Good,Balcony,Large,Medium,Frequent,Air Purification,Guava
Urban,121,35.48,58.94,11.53,5.79,145.06,58.98,High,10,83,24,77,262,0,Full Sun,Loamy,6.7,Good,Indoor,Medium,Low,Regular,Edible,Peepal
Urban,86,32.57,52.54,8.27,5.5,152.63,48.54,High,5,67,34,48,0,6,Partial Shade,Sandy,7.0,Good,Indoor,Small,Low,Rare,Shade,Neem
Residential,70,23.8,18.78,4.83,1.61,142.23,50.21,Medium,54,55,21,46,15,1,Partial Shade,Loamy,7.2,Good,Indoor,Medium,Low,Rare,Shade,Arjun
Urban,85,34.79,44.17,4.63,3.28,143.32,49.84,High,8,59,39,74,217,0,Full Shade,Loamy,6.1,Good,Indoor,Medium,Medium,Regular,Edible,Neem
Rural,83,23.32,42.69,11.91,0.59,111.03,44.73,Low,74,30,23,57,89,7,Partial Shade,Loamy,7.0,Good,Outdoor,Small,Low,Rare,Decoration,Jamun
Urban,89,32.64,48.6,11.07,2.65,153.2,44.13,Medium,59,60,24,35,91,5,Partial Shade,Loamy,6.8,Good,Indoor,Small,Low,Regular,Decoration,Arjun
Rural,64,37.94,43.22,4.55,5.67,127.79,37.33,High,5,80,30,59,365,20,Full Sun,Sandy,6.1,Moderate,Outdoor,Medium,Medium,Rare,Edible,Banyan
Rural,91,30.59,35.11,13.47,5.33,176.06,44.8,Medium,72,60,21,71,118,16,Partial Shade,Sandy,5.5,Moderate,Outdoor,Medium,Medium,Regular,Edible,Neem
Rural,79,29.19,49.25,2.0,4.1,119.1,43.87,Low,74,31,26,57,112,5,Partial Shade,Loamy,7.0,Moderate,Indoor,Small,High,Frequent,Shade,Guava
Urban,127,33.94,63.86,11.8,2.88,181.09,49.44,High,5,65,28,75,225,10,Full Sun,Clay,7.2,Good,Balcony,Large,Low,Frequent,Decoration,Mango
Residential,127,38.79,55.84,14.29,3.56,158.3,58.8,Medium,30,51,22,38,0,12,Full Shade,Clay,7.7,Moderate,Balcony,Small,High,Frequent,Shade,Arjun
Residential,59,24.23,21.51,11.74,1.8,75.54,45.59,Medium,41,41,23,69,223,3,Partial Shade,Clay,7.3,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Jamun
Urban,83,27.41,40.43,7.25,4.82,99.57,44.77,High,18,63,33,44,40,13,Full Sun,Loamy,7.1,Good,Outdoor,Large,Low,Rare,Air Purification,Neem
Residential,53,23.18,28.55,11.27,4.34,105.12,34.58,Medium,49,62,27,59,122,1,Full Shade,Sandy,6.2,Good,Balcony,Medium,Medium,Rare,Air Purification,Arjun
Residential,59,24.02,31.51,4.7,2.58,96.44,24.87,Medium,44,48,26,71,132,10,Full Sun,Sandy,5.7,Moderate,Outdoor,Large,High,Regular,Air Purification,Mango
Rural,86,22.47,35.1,13.03,4.74,144.83,35.67,Low,48,39,24,52,172,11,Full Sun,Sandy,6.0,Good,Outdoor,Small,High,Frequent,Decoration,Ashoka
Urban,100,41.09,50.87,17.73,2.71,160.4,40.91,High,20,100,31,55,87,8,Full Sun,Loamy,6.4,Good,Balcony,Small,Low,Frequent,Decoration,Guava
Residential,55,12.69,23.86,2.95,2.95,106.36,33.12,High,65,81,39,53,54,14,Full Sun,Loamy,6.4,Good,Outdoor,Medium,High,Frequent,Edible,Mango
Rural,75,22.16,45.23,9.36,4.64,97.16,39.18,Low,50,43,30,26,52,0,Partial Shade,Sandy,6.0,Good,Outdoor,Medium,Medium,Regular,Edible,Neem
Rural,40,16.58,34.48,7.76,4.41,74.09,27.22,High,9,68,31,67,214,11,Full Sun,Loamy,7.1,Poor,Outdoor,Medium,Medium,Regular,Decoration,Banyan
Urban,76,36.48,29.42,3.86,1.36,130.29,42.63,Medium,34,73,22,52,27,4,Partial Shade,Clay,6.8,Poor,Indoor,Medium,Medium,Regular,Decoration,Ashoka
Residential,56,14.46,28.0,8.77,4.67,113.11,43.98,Medium,38,42,26,56,311,4,Full Shade,Loamy,7.0,Good,Indoor,Medium,Medium,Frequent,Air Purification,Ashoka
Urban,74,27.31,42.86,6.39,6.66,130.46,46.09,Medium,43,72,31,67,125,9,Partial Shade,Sandy,6.5,Good,Outdoor,Medium,Low,Regular,Decoration,Arjun
Residential,56,21.42,29.73,3.67,0.5,122.66,47.43,Low,74,38,26,82,286,10,Full Sun,Clay,6.3,Moderate,Outdoor,Large,Low,Rare,Shade,Gulmohar
Rural,89,35.31,30.56,8.32,1.12,134.08,35.15,Low,33,46,35,58,63,15,Full Sun,Loamy,5.9,Good,Outdoor,Large,Low,Regular,Shade,Peepal
Urban,51,25.93,32.34,4.61,4.8,106.09,35.86,Medium,63,52,33,60,0,8,Full Sun,Clay,6.8,Moderate,Balcony,Medium,Medium,Rare,Air Purification,Neem
Urban,47,15.09,18.89,9.43,1.68,108.56,31.05,High,38,74,33,76,168,10,Partial Shade,Loamy,6.6,Poor,Balcony,Small,High,Regular,Decoration,Ashoka
Rural,134,52.29,61.88,14.06,4.59,198.59,65.25,Low,90,24,27,45,62,10,Full Sun,Loamy,7.4,Moderate,Outdoor,Medium,Medium,Regular,Decoration,Banyan
Urban,47,25.49,15.79,15.47,4.1,98.28,27.99,High,23,88,29,71,186,0,Full Shade,Loamy,6.1,Good,Indoor,Small,High,Regular,Air Purification,Gulmohar
Residential,64,33.82,37.24,5.62,1.5,113.8,39.33,High,68,66,30,64,131,11,Full Sun,Loamy,6.4,Good,Outdoor,Large,Medium,Regular,Decoration,Karanj
Residential,112,41.97,47.67,13.98,4.68,165.81,50.5,Medium,91,41,29,64,182,4,Full Shade,Clay,7.3,Poor,Indoor,Medium,High,Regular,Edible,Mango
Urban,141,49.47,70.42,14.09,3.1,188.66,66.05,Medium,41,87,35,67,169,6,Full Sun,Clay,7.0,Moderate,Indoor,Medium,High,Regular,Air Purification,Jamun
Residential,60,18.95,27.48,2.3,4.03,105.96,45.86,Medium,49,66,26,61,184,9,Full Shade,Loamy,7.3,Good,Indoor,Medium,Low,Regular,Shade,Arjun
Residential,67,15.36,28.29,14.39,4.23,106.1,25.3,Low,53,31,33,64,23,0,Full Shade,Sandy,5.7,Poor,Indoor,Medium,Medium,Regular,Decoration,Gulmohar
Rural,95,31.68,47.2,11.03,4.04,113.2,45.55,Low,92,10,36,87,400,5,Full Sun,Sandy,5.9,Good,Outdoor,Large,Medium,Rare,Decoration,Banyan
Rural,128,44.91,49.17,10.4,4.79,185.09,70.93,Low,87,10,22,78,215,19,Full Shade,Loamy,6.2,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Residential,50,17.84,39.39,8.1,2.41,109.73,40.89,Medium,30,38,27,47,207,12,Partial Shade,Sandy,6.0,Good,Balcony,Medium,Low,Rare,Decoration,Mango
Residential,70,28.69,34.88,12.43,2.78,125.12,44.35,High,20,62,22,75,147,4,Full Shade,Loamy,7.2,Good,Indoor,Small,High,Frequent,Shade,Gulmohar
Residential,103,27.26,42.73,7.87,3.91,159.11,44.91,Medium,54,48,25,25,72,5,Full Sun,Sandy,6.3,Good,Balcony,Medium,Low,Regular,Decoration,Arjun
Residential,83,28.3,35.67,9.67,4.73,129.74,39.33,Medium,52,88,28,63,26,2,Full Sun,Clay,7.1,Poor,Indoor,Medium,Medium,Regular,Decoration,Guava
Urban,77,39.38,36.48,13.09,0.57,160.7,43.57,Medium,37,69,25,50,42,0,Partial Shade,Sandy,6.2,Good,Indoor,Small,Medium,Frequent,Edible,Arjun
Urban,86,36.35,48.09,10.4,6.27,151.53,44.63,Medium,6,55,29,51,108,2,Full Shade,Loamy,7.2,Moderate,Indoor,Small,Medium,Regular,Edible,Karanj
Residential,41,19.23,15.0,7.91,2.45,127.82,22.99,Medium,73,55,19,82,264,4,Full Sun,Clay,8.1,Moderate,Outdoor,Large,High,Regular,Air Purification,Mango
Urban,82,31.4,35.49,8.32,6.77,119.91,40.86,Medium,25,69,36,78,182,17,Full Sun,Sandy,6.9,Good,Outdoor,Large,Medium,Frequent,Shade,Banyan
Rural,72,23.57,33.84,2.19,3.47,121.3,57.87,Low,56,40,28,62,137,19,Partial Shade,Loamy,6.2,Moderate,Outdoor,Small,Medium,Regular,Decoration,Jamun
Urban,91,21.51,54.56,9.18,3.68,139.35,49.98,High,5,87,28,63,70,1,Full Sun,Loamy,7.3,Moderate,Indoor,Small,Low,Frequent,Air Purification,Arjun
Urban,77,30.15,44.33,6.69,4.18,153.19,31.8,High,10,89,28,75,179,0,Full Shade,Clay,5.7,Poor,Indoor,Small,Medium,Regular,Decoration,Neem
Urban,86,15.69,52.84,9.3,1.64,98.44,57.3,Medium,64,65,29,49,146,6,Full Sun,Clay,6.9,Moderate,Indoor,Small,Medium,Regular,Decoration,Gulmohar
Urban,112,37.01,51.29,9.88,2.69,171.43,49.65,High,5,100,31,68,112,10,Full Sun,Clay,7.3,Good,Outdoor,Medium,Medium,Regular,Air Purification,Neem
Urban,95,33.33,55.36,11.23,3.48,148.12,61.26,Low,100,32,27,95,285,3,Full Shade,Loamy,7.1,Good,Indoor,Large,Medium,Frequent,Edible,Peepal
Urban,95,30.67,54.04,9.16,3.9,164.06,55.02,Medium,22,61,20,42,97,1,Partial Shade,Sandy,7.2,Moderate,Indoor,Small,Medium,Frequent,Air Purification,Banyan
Urban,73,39.12,40.23,11.81,4.67,114.28,20.85,Medium,37,76,31,77,223,16,Full Sun,Sandy,6.8,Good,Outdoor,Small,High,Regular,Decoration,Mango
Rural,78,38.69,42.98,11.48,3.39,97.84,28.35,Medium,57,31,25,79,343,20,Full Sun,Sandy,7.1,Poor,Outdoor,Medium,Medium,Regular,Air Purification,Jamun
Rural,58,27.34,23.6,3.52,4.85,144.18,36.37,Low,46,55,24,77,106,11,Full Sun,Loamy,7.7,Moderate,Indoor,Medium,High,Rare,Air Purification,Guava
Residential,82,23.51,53.07,14.41,0.5,132.7,47.43,High,12,81,33,32,152,7,Full Sun,Sandy,6.5,Moderate,Indoor,Large,High,Frequent,Decoration,Gulmohar
Rural,89,42.9,39.42,7.12,6.32,156.75,50.75,Low,64,28,21,37,76,5,Partial Shade,Loamy,6.9,Good,Outdoor,Small,Medium,Regular,Decoration,Peepal
Urban,132,49.27,63.92,9.38,4.28,174.87,67.29,Low,55,44,23,59,73,0,Full Shade,Sandy,6.0,Good,Indoor,Small,Medium,Frequent,Decoration,Arjun
Urban,112,33.31,56.45,16.3,5.32,181.9,52.58,Low,83,53,32,41,0,0,Partial Shade,Sandy,6.0,Good,Indoor,Large,Low,Rare,Shade,Jamun
Residential,98,34.54,34.19,8.45,5.67,162.04,38.99,Medium,28,68,33,42,27,3,Partial Shade,Loamy,6.3,Good,Indoor,Large,High,Frequent,Edible,Neem
Urban,69,30.52,32.57,8.6,1.03,142.56,37.36,Low,71,37,30,48,197,9,Full Sun,Loamy,7.2,Good,Outdoor,Medium,Medium,Rare,Edible,Arjun
Residential,53,15.9,27.89,2.0,4.69,99.45,21.44,Low,96,34,24,87,224,1,Partial Shade,Clay,7.1,Moderate,Indoor,Small,Medium,Rare,Air Purification,Jamun
Residential,112,39.8,50.13,10.62,5.42,185.79,51.36,Low,76,69,25,35,149,12,Partial Shade,Loamy,6.7,Good,Balcony,Medium,Medium,Frequent,Edible,Arjun
Urban,81,30.63,37.71,8.83,6.03,141.5,52.37,Medium,88,49,25,83,201,2,Full Shade,Loamy,7.1,Moderate,Indoor,Small,High,Regular,Edible,Gulmohar
Rural,102,29.05,58.78,9.61,4.11,119.29,61.21,Medium,54,32,23,51,228,5,Full Shade,Clay,7.5,Moderate,Indoor,Large,Low,Rare,Edible,Peepal
Urban,39,13.25,15.0,3.45,2.1,116.65,27.08,Low,63,47,21,63,167,0,Full Shade,Loamy,6.7,Moderate,Indoor,Large,Medium,Regular,Air Purification,Jamun
Residential,110,32.15,40.05,12.06,3.12,169.97,56.02,Medium,65,86,29,62,198,5,Partial Shade,Clay,6.1,Poor,Balcony,Large,Medium,Regular,Air Purification,Neem
Urban,97,39.22,40.05,14.69,2.79,141.87,39.29,High,26,80,34,85,215,0,Partial Shade,Sandy,6.5,Good,Indoor,Small,Low,Rare,Air Purification,Banyan
Urban,64,17.67,36.83,3.99,2.76,113.51,45.03,High,25,87,29,64,67,0,Full Shade,Loamy,6.3,Moderate,Indoor,Large,Medium,Regular,Air Purification,Karanj
Urban,77,29.16,43.07,2.0,4.12,110.11,37.21,Medium,40,69,36,72,128,2,Partial Shade,Sandy,6.3,Moderate,Indoor,Small,High,Frequent,Edible,Banyan
Rural,93,24.35,47.91,15.33,4.85,146.1,44.85,Low,60,31,26,56,75,9,Full Sun,Sandy,5.6,Good,Outdoor,Medium,Medium,Rare,Air Purification,Banyan
Residential,81,21.93,45.31,6.66,1.85,142.0,48.52,Medium,71,63,33,81,259,12,Full Sun,Clay,7.4,Poor,Outdoor,Medium,Medium,Frequent,Decoration,Ashoka
Rural,71,18.34,35.87,6.1,2.91,124.59,37.67,High,46,74,27,95,251,12,Full Sun,Loamy,7.1,Poor,Outdoor,Medium,High,Regular,Shade,Jamun
Urban,69,23.03,28.84,6.03,3.34,124.79,43.36,Medium,44,65,30,57,73,0,Partial Shade,Loamy,7.5,Good,Indoor,Medium,Low,Regular,Edible,Mango
Rural,72,26.84,26.68,3.17,0.5,113.64,38.5,Low,66,43,35,95,202,10,Full Sun,Sandy,6.7,Good,Outdoor,Medium,Medium,Rare,Shade,Jamun
Urban,93,34.88,32.96,8.79,5.01,126.85,50.67,Medium,49,53,37,56,219,9,Full Sun,Sandy,6.4,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,118,30.31,51.74,11.5,4.08,167.77,55.68,Medium,47,52,30,50,196,13,Full Sun,Clay,7.3,Moderate,Outdoor,Medium,Medium,Regular,Shade,Arjun
Urban,29,10.56,22.49,6.35,1.82,87.28,35.2,High,5,91,28,47,0,5,Full Sun,Sandy,6.2,Poor,Balcony,Small,Low,Rare,Shade,Arjun
Urban,80,23.9,39.5,7.01,5.51,123.68,38.21,Low,64,23,28,62,188,11,Full Sun,Sandy,6.5,Good,Balcony,Small,Medium,Regular,Edible,Arjun
Urban,93,35.9,43.24,2.0,2.22,151.93,53.01,High,5,84,32,57,133,0,Partial Shade,Loamy,6.8,Good,Indoor,Medium,Medium,Regular,Decoration,Neem
Residential,95,31.74,35.46,5.2,2.47,160.87,48.17,Medium,18,57,28,67,174,4,Partial Shade,Loamy,6.4,Good,Indoor,Large,Medium,Regular,Shade,Karanj
Residential,63,22.31,51.09,12.13,0.5,132.45,41.1,Low,64,48,27,72,180,8,Partial Shade,Loamy,6.6,Poor,Outdoor,Large,Low,Rare,Air Purification,Mango
Urban,41,11.06,15.0,2.33,2.03,85.24,26.1,High,7,90,28,73,162,0,Full Sun,Loamy,6.7,Good,Indoor,Small,Medium,Regular,Decoration,Ashoka
Urban,79,38.42,38.14,11.29,4.92,100.21,54.14,High,26,82,26,61,102,5,Partial Shade,Clay,7.3,Poor,Indoor,Small,Low,Rare,Air Purification,Mango
Residential,114,31.92,59.9,9.41,1.16,171.14,58.02,High,46,82,31,34,86,5,Partial Shade,Sandy,6.5,Good,Indoor,Medium,Medium,Regular,Edible,Gulmohar
Urban,46,14.78,23.66,9.39,0.73,93.58,23.84,High,18,83,39,49,54,1,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Low,Regular,Air Purification,Ashoka
Urban,97,34.66,38.28,11.13,4.06,147.63,55.37,High,13,91,30,69,166,0,Full Sun,Clay,7.4,Moderate,Indoor,Medium,High,Regular,Decoration,Jamun
Residential,84,28.21,45.75,3.75,2.73,126.16,58.54,High,12,72,27,64,138,14,Partial Shade,Loamy,5.9,Good,Outdoor,Medium,Medium,Regular,Shade,Peepal
