AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Urban,76,28.8,71.4,7.2,3.2,0.26,50.5,Medium,49,71,33,70,110,11,Full Shade,Loamy,6.8,Moderate,Outdoor,Medium,High,Frequent,Edible,Mango
Residential,70,24.3,49.9,7.3,1.7,0.25,62.8,Medium,34,53,27,68,263,14,Full Sun,Sandy,6.2,Good,Outdoor,Large,Medium,Regular,Air Purification,Bamboo
Residential,78,22.4,56.0,8.7,3.8,0.25,59.7,Medium,29,61,32,59,254,11,Full Sun,Loamy,5.9,Moderate,Outdoor,Medium,Medium,Rare,Shade,Banyan
Rural,53,12.7,39.6,5.0,1.9,0.19,56.9,Low,64,21,24,69,250,11,Full Sun,Sandy,6.4,Good,Outdoor,Large,Low,Frequent,Decoration,Coconut
Residential,73,22.6,52.4,9.0,2.6,0.25,66.5,Medium,39,52,36,55,144,14,Full Sun,Clay,7.1,Moderate,Outdoor,Large,Medium,Regular,Decoration,Peepal
Rural,46,18.7,34.0,3.4,1.8,0.15,45.9,Low,55,37,27,95,400,0,Partial Shade,Sandy,5.7,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Rural,59,23.1,48.0,7.2,2.3,0.26,53.6,Medium,22,55,24,42,123,4,Full Sun,Clay,7.1,Good,Balcony,Medium,Low,Rare,Air Purification,Neem
Residential,70,21.2,65.9,5.7,2.1,0.23,52.7,Medium,51,63,24,72,310,10,Full Sun,Loamy,6.0,Good,Balcony,Medium,Low,Regular,Shade,Bamboo
Urban,93,30.2,66.7,10.4,3.9,0.39,62.2,High,20,94,29,52,15,9,Partial Shade,Loamy,6.1,Moderate,Balcony,Medium,Low,Frequent,Air Purification,Snake Plant
Residential,92,29.9,68.3,8.2,2.9,0.38,61.4,High,19,75,30,48,264,8,Full Sun,Sandy,7.4,Good,Outdoor,Medium,Low,Regular,Air Purification,Neem
Rural,59,23.5,51.5,6.4,2.0,0.22,50.8,Medium,76,42,22,69,221,13,Full Sun,Clay,7.1,Poor,Outdoor,Large,Low,Regular,Edible,Guava
Residential,73,30.4,60.6,7.0,2.5,0.28,52.3,Medium,33,40,25,71,266,8,Partial Shade,Sandy,6.7,Poor,Balcony,Medium,Medium,Rare,Edible,Guava
Rural,51,18.3,42.5,3.7,1.7,0.19,57.9,Low,42,19,30,48,204,8,Full Sun,Sandy,6.0,Good,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Rural,66,22.4,55.1,7.0,2.8,0.27,61.2,Medium,42,51,28,52,154,16,Full Sun,Sandy,6.3,Good,Outdoor,Medium,High,Frequent,Air Purification,Tulsi
Rural,41,15.2,34.4,4.8,2.1,0.15,51.4,Low,95,15,28,58,165,9,Full Sun,Loamy,5.5,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Guava
Urban,93,36.0,67.8,10.5,2.5,0.39,65.1,High,28,80,24,77,162,3,Full Sun,Loamy,6.8,Good,Indoor,Large,Medium,Rare,Shade,Ashoka
Urban,64,22.8,48.1,6.5,2.4,0.22,57.8,Low,76,52,29,50,180,10,Full Sun,Loamy,7.2,Good,Outdoor,Medium,Medium,Rare,Shade,Banyan
Urban,105,35.2,71.9,10.3,3.8,0.4,59.1,High,56,82,35,49,0,0,Full Shade,Loamy,6.5,Moderate,Indoor,Small,Medium,Frequent,Edible,Snake Plant
Urban,81,28.2,52.0,7.3,3.9,0.29,49.4,Medium,46,54,34,82,221,0,Full Sun,Clay,6.8,Moderate,Indoor,Small,Medium,Regular,Decoration,Ashoka
Urban,87,30.3,72.3,10.5,3.4,0.35,63.1,High,5,59,36,50,40,7,Partial Shade,Clay,6.6,Moderate,Balcony,Large,Low,Rare,Shade,Neem
Rural,71,27.8,67.6,6.5,3.0,0.29,58.8,Medium,55,89,35,75,133,7,Partial Shade,Clay,6.7,Good,Outdoor,Large,High,Frequent,Edible,Coconut
Residential,87,33.4,64.7,9.0,3.4,0.3,51.6,High,24,75,23,39,50,8,Full Shade,Sandy,6.5,Moderate,Balcony,Small,Low,Regular,Shade,Snake Plant
Residential,73,30.1,58.0,6.9,3.1,0.26,58.4,Medium,66,53,28,55,74,2,Full Sun,Clay,6.5,Moderate,Balcony,Medium,Medium,Regular,Shade,Banyan
Residential,82,32.9,62.7,8.6,3.5,0.31,45.4,High,43,76,25,38,0,4,Full Shade,Sandy,6.2,Good,Indoor,Small,Medium,Regular,Shade,Snake Plant
Rural,46,13.8,39.8,3.5,1.6,0.19,56.2,Low,60,19,29,67,165,20,Full Sun,Loamy,6.4,Good,Outdoor,Small,Medium,Rare,Decoration,Bougainvillea
Residential,64,17.5,53.2,6.9,2.3,0.21,54.5,Medium,44,49,27,53,0,9,Partial Shade,Loamy,6.9,Good,Outdoor,Large,Low,Regular,Shade,Banyan
Urban,98,29.7,78.8,10.9,2.7,0.34,61.0,High,17,81,20,70,202,13,Partial Shade,Clay,6.3,Good,Outdoor,Medium,Low,Regular,Shade,Bamboo
Urban,104,32.4,69.5,9.7,4.0,0.38,59.8,High,5,72,37,71,127,5,Partial Shade,Loamy,6.8,Good,Outdoor,Large,High,Frequent,Air Purification,Bamboo
Rural,53,16.3,41.7,4.0,2.4,0.19,49.4,Low,76,34,28,65,88,17,Full Sun,Loamy,7.2,Good,Outdoor,Large,Medium,Regular,Air Purification,Peepal
Residential,73,26.6,56.7,8.4,2.7,0.25,58.9,Medium,6,55,24,52,49,3,Full Sun,Loamy,6.7,Good,Balcony,Medium,Low,Frequent,Shade,Neem
Urban,103,31.8,81.1,11.3,3.7,0.4,53.8,High,20,79,26,79,204,11,Full Shade,Clay,6.6,Good,Indoor,Small,Medium,Rare,Edible,Snake Plant
Rural,55,19.5,37.7,6.0,1.8,0.18,61.0,Medium,29,41,31,79,150,8,Full Sun,Sandy,6.4,Moderate,Outdoor,Large,Medium,Regular,Shade,Banyan
Urban,90,31.5,67.4,9.7,4.1,0.32,52.7,High,35,81,27,74,119,0,Partial Shade,Sandy,5.5,Good,Indoor,Small,Low,Regular,Air Purification,Snake Plant
Urban,77,19.0,61.9,7.7,2.8,0.3,43.9,Medium,50,41,24,82,176,0,Full Shade,Loamy,7.0,Good,Indoor,Small,Low,Rare,Air Purification,Snake Plant
Rural,52,20.6,43.3,6.1,2.1,0.19,56.1,Low,79,31,24,64,210,0,Partial Shade,Clay,7.1,Moderate,Balcony,Medium,Low,Rare,Decoration,Spider Plant
Residential,55,22.8,50.3,4.7,2.3,0.22,64.6,Low,62,45,32,53,283,17,Full Sun,Sandy,6.4,Good,Outdoor,Large,Medium,Frequent,Air Purification,Coconut
Residential,78,28.2,54.6,6.8,2.9,0.27,65.4,Low,60,55,37,44,100,0,Partial Shade,Sandy,5.8,Good,Outdoor,Large,High,Regular,Air Purification,Neem
Urban,68,24.6,51.6,6.0,2.6,0.23,57.9,Low,59,61,18,38,11,4,Full Sun,Clay,7.4,Good,Balcony,Medium,Medium,Regular,Shade,Neem
Urban,105,32.9,66.4,10.4,4.3,0.4,54.3,High,65,94,27,59,164,6,Full Shade,Loamy,7.1,Good,Indoor,Small,Medium,Rare,Shade,Snake Plant
Urban,79,27.7,63.5,8.3,3.2,0.31,61.4,Medium,34,76,26,40,0,7,Full Sun,Sandy,6.4,Good,Balcony,Medium,Low,Regular,Shade,Neem
Residential,79,28.3,50.9,7.0,2.8,0.27,62.5,Medium,34,75,27,61,245,10,Full Sun,Loamy,6.5,Good,Balcony,Medium,Medium,Frequent,Shade,Bamboo
Residential,70,24.2,55.8,7.6,2.0,0.23,47.5,Medium,44,52,24,80,235,7,Partial Shade,Clay,7.0,Moderate,Balcony,Medium,High,Regular,Edible,Tulsi
Residential,61,27.0,52.2,4.2,2.2,0.25,56.4,Medium,67,59,42,82,169,3,Full Sun,Sandy,6.8,Good,Balcony,Medium,Medium,Regular,Shade,Banyan
Residential,52,21.5,38.1,5.0,2.5,0.17,53.5,Low,80,14,24,81,141,0,Full Sun,Sandy,6.6,Good,Outdoor,Large,High,Frequent,Shade,Coconut
Urban,79,28.9,55.2,7.3,2.9,0.32,48.7,Medium,44,65,30,57,73,0,Partial Shade,Loamy,7.5,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Residential,76,24.6,60.9,9.2,3.2,0.33,53.4,High,42,80,25,28,0,12,Partial Shade,Sandy,5.8,Good,Outdoor,Large,Low,Rare,Decoration,Aloe Vera
Urban,76,31.5,58.2,6.5,3.3,0.24,45.3,Medium,54,53,23,76,167,1,Partial Shade,Sandy,5.9,Good,Indoor,Medium,High,Frequent,Decoration,Peace Lily
Urban,75,25.0,56.8,7.3,3.5,0.3,57.9,Medium,42,77,28,76,141,12,Partial Shade,Sandy,5.6,Moderate,Outdoor,Large,Low,Rare,Shade,Banyan
Rural,89,31.4,71.7,9.3,3.5,0.35,57.7,High,5,84,26,70,218,12,Full Sun,Loamy,5.9,Good,Outdoor,Large,Low,Rare,Edible,Guava
Urban,94,29.3,68.1,11.4,4.4,0.37,60.6,High,33,72,27,38,134,7,Partial Shade,Loamy,6.5,Good,Balcony,Large,High,Regular,Shade,Peepal
Residential,64,22.2,52.7,6.4,1.7,0.27,41.8,Medium,36,47,25,67,200,12,Partial Shade,Sandy,6.1,Good,Outdoor,Large,Medium,Rare,Air Purification,Bamboo
Residential,71,23.9,58.6,7.9,2.5,0.28,49.8,Medium,36,65,30,73,177,0,Partial Shade,Loamy,6.7,Good,Indoor,Large,High,Regular,Edible,Tulsi
Urban,77,24.1,63.5,6.9,3.8,0.27,42.2,Medium,75,67,33,31,0,0,Full Shade,Loamy,6.3,Good,Indoor,Medium,High,Regular,Decoration,Snake Plant
Residential,96,26.7,60.0,11.2,3.8,0.34,57.1,High,5,62,20,58,208,7,Full Shade,Sandy,5.9,Good,Balcony,Medium,Low,Rare,Shade,Snake Plant
Urban,87,27.3,68.7,8.0,3.5,0.35,53.9,Medium,41,59,24,53,186,7,Full Shade,Sandy,5.3,Good,Balcony,Small,Medium,Rare,Edible,Guava
Rural,41,18.1,43.2,3.7,2.2,0.21,44.8,Low,44,54,33,40,77,13,Partial Shade,Loamy,6.9,Good,Outdoor,Medium,Low,Frequent,Shade,Peepal
Urban,82,27.2,66.9,8.1,2.6,0.28,53.7,Medium,59,83,28,51,88,12,Full Shade,Loamy,7.1,Good,Outdoor,Medium,High,Regular,Decoration,Bougainvillea
Urban,101,36.4,67.4,10.6,4.7,0.36,52.2,High,10,89,28,75,179,0,Full Shade,Clay,5.7,Poor,Indoor,Small,Medium,Regular,Decoration,Peace Lily
Rural,38,18.2,44.4,4.2,1.5,0.13,48.1,Low,73,19,29,64,39,9,Full Sun,Loamy,5.8,Moderate,Outdoor,Large,Low,Frequent,Decoration,Bougainvillea
Urban,69,24.9,55.7,7.3,3.4,0.23,43.9,Low,70,44,25,71,132,0,Partial Shade,Loamy,6.7,Good,Indoor,Medium,High,Regular,Edible,Money Plant
Urban,59,24.5,51.4,5.8,3.1,0.15,53.1,Low,60,38,24,76,156,3,Partial Shade,Loamy,6.4,Moderate,Indoor,Large,Low,Rare,Decoration,Peace Lily
Urban,93,33.1,71.8,10.7,3.8,0.44,59.2,High,26,74,27,51,117,0,Partial Shade,Clay,7.4,Poor,Indoor,Medium,Medium,Regular,Edible,Tulsi
Residential,61,18.1,54.6,5.7,2.8,0.26,54.6,Medium,54,61,31,75,200,7,Full Sun,Loamy,6.7,Moderate,Outdoor,Medium,Low,Rare,Decoration,Bougainvillea
Residential,51,20.9,54.7,4.8,2.8,0.16,55.0,Low,56,46,31,50,176,18,Full Sun,Sandy,6.5,Good,Outdoor,Medium,Low,Regular,Shade,Banyan
Residential,95,34.8,61.6,10.2,3.7,0.33,52.0,High,29,73,31,41,47,2,Partial Shade,Loamy,7.2,Good,Indoor,Large,Medium,Regular,Edible,Tulsi
Urban,99,33.4,64.9,10.3,3.5,0.35,66.2,High,36,87,37,59,9,6,Full Sun,Sandy,6.4,Good,Indoor,Small,Low,Rare,Edible,Aloe Vera
Urban,97,31.2,79.1,9.2,4.7,0.35,60.7,Medium,47,86,30,54,97,0,Full Sun,Loamy,6.8,Good,Indoor,Medium,Medium,Frequent,Air Purification,Snake Plant
Urban,91,31.1,76.7,8.5,2.8,0.33,65.3,High,47,97,29,52,46,1,Full Sun,Loamy,6.6,Good,Balcony,Medium,Medium,Regular,Air Purification,Tulsi
Urban,87,27.2,66.5,9.4,2.7,0.32,57.5,Medium,46,50,31,57,230,3,Partial Shade,Clay,7.3,Moderate,Indoor,Medium,High,Frequent,Air Purification,Money Plant
Urban,83,28.6,65.1,8.4,3.4,0.26,65.5,Medium,25,75,42,46,0,2,Full Sun,Loamy,6.4,Good,Balcony,Medium,Low,Frequent,Edible,Mango
Rural,62,20.5,51.0,5.6,2.5,0.26,64.3,Medium,68,57,26,45,224,16,Full Sun,Loamy,7.0,Good,Outdoor,Large,Medium,Frequent,Edible,Mango
Urban,105,33.4,73.5,10.2,3.9,0.33,56.2,High,20,100,26,62,174,4,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Medium,Rare,Air Purification,Money Plant
Rural,68,20.4,51.4,6.5,2.2,0.26,61.4,Medium,23,52,27,45,80,10,Partial Shade,Loamy,6.9,Good,Balcony,Medium,Low,Regular,Shade,Neem
Residential,65,18.3,55.3,5.6,2.5,0.25,61.0,Medium,44,57,30,59,82,8,Full Sun,Loamy,6.2,Moderate,Balcony,Large,Low,Regular,Air Purification,Tulsi
Rural,63,22.8,42.7,5.0,2.5,0.24,48.4,Low,79,23,26,65,186,7,Partial Shade,Sandy,7.0,Good,Outdoor,Medium,Low,Rare,Shade,Banyan
Residential,65,25.0,50.5,5.8,2.5,0.25,48.5,Medium,72,42,32,76,187,0,Full Shade,Sandy,6.4,Moderate,Indoor,Medium,High,Frequent,Edible,Peace Lily
Urban,76,25.1,65.2,8.1,3.0,0.27,54.3,Medium,47,66,32,48,20,3,Full Sun,Loamy,7.1,Poor,Indoor,Medium,Medium,Frequent,Edible,Tulsi
Urban,105,29.3,79.2,11.7,4.2,0.41,61.2,High,5,100,22,86,174,0,Partial Shade,Loamy,7.1,Good,Balcony,Medium,Medium,Frequent,Decoration,Peace Lily
Urban,100,32.9,71.2,10.2,4.0,0.41,59.6,High,17,60,35,63,177,0,Full Sun,Loamy,6.7,Moderate,Indoor,Medium,High,Frequent,Decoration,Ashoka
Residential,70,21.7,64.1,8.1,2.9,0.24,63.6,Medium,35,78,30,70,162,9,Partial Shade,Sandy,5.9,Good,Outdoor,Large,Medium,Regular,Shade,Banyan
Rural,58,24.6,37.8,6.3,3.4,0.19,55.7,Medium,49,62,32,49,172,14,Full Sun,Sandy,6.4,Good,Outdoor,Medium,Medium,Regular,Decoration,Bougainvillea
Urban,103,29.2,76.2,11.2,3.1,0.42,60.1,High,5,83,28,59,229,6,Partial Shade,Loamy,6.7,Moderate,Indoor,Medium,Medium,Regular,Shade,Ashoka
Urban,55,27.3,50.0,5.3,3.5,0.21,56.7,Medium,49,53,37,56,219,9,Full Sun,Sandy,6.4,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,90,34.0,67.2,8.9,2.8,0.39,64.9,High,15,57,29,68,294,6,Partial Shade,Loamy,6.5,Poor,Outdoor,Large,Medium,Regular,Shade,Banyan
Urban,98,29.9,79.0,10.6,4.1,0.4,65.0,High,14,78,24,75,177,6,Partial Shade,Loamy,6.6,Good,Outdoor,Medium,Medium,Regular,Shade,Ashoka
Residential,66,22.8,43.8,7.4,2.1,0.25,52.1,Medium,35,42,34,81,380,12,Full Sun,Loamy,6.8,Good,Outdoor,Small,Medium,Regular,Shade,Banyan
Residential,82,30.7,65.4,8.9,2.4,0.3,55.3,Medium,30,52,33,47,202,14,Partial Shade,Sandy,6.3,Good,Outdoor,Large,Medium,Frequent,Shade,Banyan
Residential,88,32.6,74.1,9.7,4.1,0.37,52.3,High,41,89,26,73,79,1,Partial Shade,Sandy,6.3,Good,Indoor,Large,Low,Rare,Edible,Aloe Vera
Residential,53,22.8,52.6,6.1,2.2,0.2,55.0,Low,72,56,30,54,119,6,Full Sun,Clay,7.0,Moderate,Balcony,Large,Medium,Regular,Shade,Peepal
Rural,79,27.7,55.2,7.8,2.2,0.34,58.5,High,31,72,23,70,160,14,Partial Shade,Loamy,6.4,Good,Outdoor,Medium,Medium,Regular,Decoration,Ashoka
Urban,70,20.5,58.5,5.9,2.3,0.27,45.1,Low,78,41,19,49,186,2,Full Shade,Loamy,6.3,Moderate,Indoor,Medium,Low,Regular,Shade,Snake Plant
Residential,52,20.6,32.2,5.2,2.0,0.17,56.3,Low,60,18,30,47,112,8,Full Sun,Loamy,7.4,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Neem
Urban,83,27.0,62.1,7.7,3.7,0.35,58.5,High,31,47,31,65,105,8,Partial Shade,Loamy,6.2,Good,Balcony,Small,Medium,Regular,Shade,Banyan
Residential,87,32.9,66.1,8.1,2.8,0.3,65.6,Medium,33,65,24,64,187,2,Full Sun,Sandy,6.5,Good,Outdoor,Large,Medium,Regular,Air Purification,Bamboo
Rural,67,22.5,55.1,7.6,2.1,0.23,59.4,Medium,23,74,28,47,100,12,Full Sun,Clay,7.3,Good,Outdoor,Large,Medium,Rare,Shade,Neem
Residential,74,25.0,51.3,7.6,2.2,0.24,50.1,Medium,5,80,32,63,168,3,Partial Shade,Sandy,7.2,Good,Balcony,Small,Medium,Regular,Air Purification,Money Plant
Residential,94,31.4,67.0,11.9,4.0,0.35,59.4,High,14,66,24,69,245,9,Partial Shade,Loamy,7.5,Moderate,Outdoor,Large,Low,Frequent,Shade,Banyan
Urban,105,34.4,77.1,11.5,3.3,0.41,53.0,High,5,92,33,55,85,3,Full Shade,Clay,7.6,Good,Indoor,Medium,Medium,Regular,Shade,Ashoka
Urban,105,39.0,67.5,10.5,3.5,0.42,62.4,High,8,73,29,63,0,0,Full Sun,Clay,6.9,Good,Indoor,Large,High,Frequent,Decoration,Ashoka
Residential,62,22.7,53.7,4.8,2.2,0.26,51.1,Medium,49,46,29,64,26,11,Full Sun,Loamy,5.5,Good,Outdoor,Medium,Low,Regular,Decoration,Bougainvillea
Rural,48,18.2,41.6,3.1,2.5,0.15,59.2,Low,57,32,28,77,251,18,Full Sun,Sandy,5.9,Good,Outdoor,Large,Medium,Frequent,Edible,Coconut
Residential,91,30.6,71.3,9.1,3.2,0.36,67.9,High,14,75,34,69,74,10,Full Sun,Loamy,6.7,Good,Balcony,Large,High,Regular,Air Purification,Neem
Residential,93,32.6,71.9,9.4,3.4,0.38,49.2,High,5,69,34,95,287,9,Partial Shade,Clay,7.1,Good,Indoor,Small,Low,Regular,Shade,Bamboo
Residential,80,29.3,67.3,8.6,1.8,0.3,73.2,Medium,8,61,30,59,121,20,Full Sun,Loamy,6.6,Good,Outdoor,Large,Medium,Regular,Shade,Banyan
Urban,97,29.7,68.3,8.3,4.3,0.38,47.4,Medium,22,64,27,27,11,5,Partial Shade,Clay,6.7,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Snake Plant
Residential,97,38.3,69.7,9.8,3.9,0.38,63.8,High,5,72,25,59,63,11,Full Shade,Clay,6.8,Moderate,Outdoor,Medium,Medium,Frequent,Shade,Banyan
Residential,71,26.2,52.9,8.7,2.3,0.3,58.8,Medium,66,59,33,36,64,10,Full Sun,Loamy,7.0,Good,Outdoor,Large,Medium,Rare,Decoration,Bougainvillea
Residential,58,19.8,48.5,3.8,2.6,0.2,56.5,Low,99,42,38,36,45,15,Full Sun,Loamy,6.5,Good,Balcony,Medium,Low,Rare,Air Purification,Aloe Vera
Urban,87,31.8,70.7,8.6,3.5,0.31,56.3,High,54,80,26,67,157,6,Full Sun,Loamy,6.1,Moderate,Indoor,Small,Low,Rare,Shade,Snake Plant
Residential,52,21.2,46.2,6.7,2.5,0.18,61.0,Medium,79,54,25,72,279,11,Full Sun,Loamy,7.0,Moderate,Outdoor,Medium,High,Frequent,Decoration,Ashoka
Urban,80,26.4,66.8,8.4,3.5,0.28,59.1,Medium,43,63,33,73,136,13,Partial Shade,Loamy,7.4,Moderate,Balcony,Small,High,Regular,Shade,Peepal
Residential,59,19.7,42.6,4.6,2.2,0.15,44.5,Low,100,52,22,75,214,5,Partial Shade,Loamy,6.8,Moderate,Indoor,Medium,Low,Regular,Edible,Peace Lily
Rural,53,20.9,53.1,5.8,2.7,0.25,59.1,Low,69,31,34,42,130,4,Full Sun,Sandy,6.3,Good,Outdoor,Large,Medium,Frequent,Air Purification,Mango
Residential,79,28.6,60.7,8.6,3.3,0.29,67.1,Medium,52,58,23,35,31,11,Full Sun,Loamy,7.0,Good,Balcony,Medium,High,Frequent,Edible,Mango
Rural,73,18.0,51.6,7.2,2.0,0.26,59.5,Medium,64,45,22,76,232,12,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Regular,Air Purification,Bamboo
Urban,90,26.2,62.1,8.5,3.9,0.27,52.6,Medium,38,48,33,54,221,7,Partial Shade,Sandy,6.9,Good,Outdoor,Small,Medium,Frequent,Decoration,Ashoka
Residential,69,21.7,58.9,7.6,2.4,0.27,60.2,Medium,67,48,32,89,313,5,Full Sun,Clay,6.9,Moderate,Balcony,Small,Medium,Frequent,Shade,Coconut
Rural,56,21.0,41.8,5.0,2.3,0.18,53.9,Low,90,23,32,62,188,11,Full Sun,Loamy,6.2,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Guava
Urban,84,25.7,55.4,8.8,3.2,0.28,47.6,Medium,26,56,32,55,117,1,Partial Shade,Clay,6.6,Poor,Indoor,Medium,High,Regular,Air Purification,Snake Plant
Residential,61,18.1,57.5,5.8,2.3,0.22,59.9,Medium,43,44,29,64,100,6,Full Sun,Sandy,6.5,Good,Balcony,Large,Low,Frequent,Edible,Mango
Rural,43,16.3,42.3,3.4,2.6,0.12,56.7,Low,81,24,26,51,212,8,Partial Shade,Loamy,6.6,Good,Outdoor,Medium,Low,Rare,Air Purification,Spider Plant
Residential,54,16.6,46.8,3.1,2.7,0.18,60.1,Low,36,34,23,56,108,17,Partial Shade,Loamy,7.2,Moderate,Outdoor,Large,High,Frequent,Air Purification,Peepal
Residential,76,26.5,57.3,8.0,2.7,0.26,63.4,Medium,72,61,24,65,290,12,Full Sun,Clay,6.9,Moderate,Outdoor,Medium,High,Regular,Decoration,Ashoka
Rural,45,16.3,33.5,5.1,1.4,0.16,38.3,Low,100,13,24,90,358,5,Partial Shade,Sandy,7.2,Moderate,Indoor,Small,Medium,Frequent,Edible,Coconut
Urban,105,30.4,81.6,10.4,4.6,0.39,55.9,High,7,84,32,61,74,9,Full Shade,Sandy,6.1,Good,Indoor,Medium,Medium,Rare,Decoration,Snake Plant
Rural,77,28.5,58.2,8.5,1.7,0.21,45.1,Medium,47,43,26,63,129,2,Full Shade,Clay,6.5,Moderate,Indoor,Large,Medium,Rare,Edible,Tulsi
Residential,73,18.7,63.6,9.2,3.6,0.31,50.2,High,19,71,36,57,65,14,Partial Shade,Loamy,6.6,Good,Outdoor,Large,High,Rare,Shade,Banyan
Urban,87,29.5,61.0,9.0,3.1,0.29,59.1,Medium,19,76,32,48,54,10,Partial Shade,Sandy,6.8,Good,Outdoor,Medium,High,Frequent,Edible,Mango
Rural,38,13.6,30.9,2.8,2.2,0.12,50.5,Low,87,29,22,40,134,9,Partial Shade,Loamy,6.7,Good,Outdoor,Medium,Medium,Frequent,Shade,Banyan
Rural,43,19.2,37.2,3.3,1.0,0.15,50.1,Low,64,14,25,53,147,18,Full Sun,Loamy,6.1,Good,Outdoor,Large,Medium,Regular,Air Purification,Guava
Residential,76,29.8,61.4,8.8,3.7,0.3,63.9,Medium,51,57,26,35,0,12,Full Sun,Sandy,7.2,Good,Balcony,Large,High,Regular,Decoration,Bougainvillea
Urban,74,26.1,65.4,5.8,3.4,0.28,65.1,Medium,88,76,31,56,257,11,Partial Shade,Loamy,7.3,Moderate,Outdoor,Large,Medium,Regular,Shade,Banyan
Rural,41,17.5,41.1,2.7,1.2,0.13,52.1,Low,71,38,27,62,212,16,Full Sun,Sandy,6.2,Moderate,Outdoor,Large,Medium,Regular,Decoration,Guava
Residential,70,26.8,55.5,8.2,3.2,0.26,54.2,Medium,30,56,25,81,280,7,Partial Shade,Loamy,7.2,Good,Balcony,Medium,Medium,Regular,Edible,Coconut
Urban,99,33.4,75.9,10.7,4.8,0.39,64.6,High,56,78,31,50,229,2,Partial Shade,Sandy,6.6,Moderate,Indoor,Medium,Medium,Regular,Shade,Spider Plant
Residential,69,25.0,60.0,5.1,2.9,0.25,45.1,Medium,43,60,30,51,239,3,Partial Shade,Sandy,6.7,Moderate,Indoor,Small,Low,Regular,Edible,Tulsi
Residential,56,20.4,48.1,6.1,1.5,0.21,51.0,Low,60,39,23,58,0,7,Partial Shade,Loamy,6.1,Good,Indoor,Medium,Low,Regular,Shade,Money Plant
Urban,89,30.6,65.4,9.9,3.4,0.33,46.1,High,14,66,28,50,128,3,Full Shade,Sandy,6.4,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Urban,83,30.5,63.8,7.7,3.7,0.32,62.9,Medium,61,60,26,52,190,8,Full Sun,Sandy,7.0,Good,Outdoor,Medium,High,Frequent,Shade,Peepal
Residential,78,26.5,67.7,8.7,3.1,0.28,53.9,Medium,20,76,31,78,233,1,Partial Shade,Loamy,6.7,Poor,Indoor,Medium,Low,Regular,Edible,Money Plant
Urban,102,30.7,76.3,11.2,4.3,0.4,60.8,High,5,75,30,61,8,6,Full Sun,Clay,6.7,Good,Indoor,Medium,Low,Regular,Shade,Ashoka
Urban,67,22.6,47.9,6.1,2.3,0.23,40.5,Low,68,32,22,44,0,4,Full Shade,Loamy,6.7,Good,Indoor,Medium,Low,Rare,Air Purification,ZZ Plant
Rural,73,26.9,52.5,6.5,2.4,0.24,59.6,Medium,5,37,34,58,90,10,Full Sun,Clay,6.4,Moderate,Balcony,Medium,Medium,Rare,Decoration,Ashoka
Residential,46,19.8,37.9,3.8,3.0,0.16,50.8,Low,100,41,32,62,119,13,Full Sun,Clay,7.3,Poor,Outdoor,Medium,Low,Rare,Edible,Mango
Urban,96,31.9,70.1,10.2,3.5,0.36,50.6,High,27,73,37,50,39,2,Full Shade,Loamy,6.6,Moderate,Indoor,Small,Low,Regular,Edible,ZZ Plant
Urban,47,16.0,48.3,5.0,3.0,0.2,47.4,Low,48,41,31,57,74,0,Partial Shade,Loamy,6.6,Moderate,Indoor,Large,Low,Regular,Decoration,Spider Plant
Residential,57,25.0,47.3,6.4,2.5,0.26,56.1,Medium,57,53,28,30,42,11,Full Sun,Loamy,7.0,Good,Outdoor,Large,Medium,Regular,Shade,Peepal
Urban,88,31.2,60.0,7.7,3.4,0.29,48.6,Medium,37,69,36,63,116,6,Partial Shade,Clay,7.3,Moderate,Indoor,Small,Medium,Rare,Air Purification,Money Plant
Residential,70,25.8,57.8,6.4,2.6,0.26,56.4,Medium,43,46,22,52,161,4,Partial Shade,Clay,6.4,Poor,Indoor,Small,High,Rare,Edible,Snake Plant
Residential,72,24.5,57.3,7.3,2.8,0.23,56.1,Medium,41,46,34,32,0,1,Full Sun,Sandy,5.7,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Snake Plant
Residential,103,34.3,79.1,11.5,3.6,0.33,61.7,High,12,81,27,63,261,3,Full Sun,Clay,7.0,Moderate,Balcony,Medium,Low,Rare,Decoration,Ashoka
Residential,59,22.8,46.2,4.8,2.9,0.22,42.4,Low,63,45,24,71,151,3,Partial Shade,Sandy,6.7,Good,Indoor,Small,Medium,Regular,Shade,Money Plant
