AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,84,23.1,44.2,2.5,2.8,0.32,78.9,High,148,45,23,54,163,14,Partial Shade,Loamy,7.0,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Banyan
Rural,99,14.7,26.7,2.3,1.0,0.55,71.1,High,47,88,21,73,60,13,Full Sun,Clay,6.0,Good,Outdoor,Large,Low,Regular,Decoration,Ashoka
Residential,73,15.6,28.6,13.1,4.2,0.22,33.9,High,29,86,38,94,207,3,Full Sun,Loamy,6.8,Good,Outdoor,Large,Medium,Frequent,Shade,Neem
Residential,38,9.7,19.6,19.4,1.1,0.15,34.2,Low,95,68,18,39,133,12,Full Sun,Loamy,7.0,Good,Outdoor,Large,Low,Regular,Shade,Mango
Residential,83,33.9,67.4,14.4,5.4,0.43,88.6,Medium,117,85,15,36,203,8,Partial Shade,Clay,7.6,Good,Balcony,Small,High,Rare,Edible,Aloe Vera
Rural,41,24.2,49.8,17.0,5.5,0.46,73.8,Medium,17,86,22,34,239,8,Partial Shade,Sandy,6.7,Moderate,Indoor,Medium,Medium,Frequent,Air Purification,Peace Lily
Residential,70,21.1,45.0,5.9,5.8,0.66,77.0,Low,52,62,32,87,202,6,Full Sun,Sandy,5.5,Moderate,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Rural,100,18.4,33.5,14.3,7.7,0.65,86.2,Medium,39,83,28,39,68,3,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Regular,Decoration,Ashoka
Residential,90,28.7,56.1,5.3,7.8,0.76,72.6,High,130,55,18,56,273,20,Full Shade,Loamy,8.2,Moderate,Indoor,Medium,Medium,Regular,Edible,Tulsi
Urban,66,16.8,33.9,18.8,7.5,0.61,71.1,Medium,5,34,40,80,96,5,Full Sun,Clay,5.2,Good,Outdoor,Large,Medium,Regular,Edible,Mango
Rural,63,40.9,82.1,13.1,7.9,0.12,54.5,High,138,30,38,43,205,9,Full Sun,Sandy,5.9,Moderate,Outdoor,Large,Medium,Regular,Shade,Mango
Urban,84,29.1,58.4,2.5,3.5,0.38,63.2,High,55,87,24,60,279,3,Partial Shade,Loamy,7.0,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Residential,68,16.7,30.3,19.3,2.7,0.7,40.8,High,65,15,20,51,89,20,Full Sun,Clay,8.2,Moderate,Indoor,Medium,High,Frequent,Edible,Tulsi
Urban,86,13.3,24.0,15.3,7.5,0.28,75.6,Medium,62,88,35,66,218,4,Full Sun,Loamy,5.4,Good,Balcony,Small,Low,Regular,Air Purification,Bamboo
Urban,36,13.6,26.0,3.1,1.6,0.23,67.6,Low,129,72,40,52,160,16,Partial Shade,Loamy,7.2,Good,Outdoor,Large,Medium,Frequent,Shade,Neem
Urban,57,22.4,40.6,8.5,4.4,0.19,78.9,High,105,80,37,35,264,11,Partial Shade,Sandy,6.0,Good,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Rural,61,10.2,22.1,14.5,1.2,0.28,37.5,Medium,103,34,19,34,380,5,Full Sun,Sandy,6.3,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Banyan
Urban,48,27.6,51.4,6.9,5.7,0.18,35.5,High,23,57,24,58,300,9,Partial Shade,Loamy,8.0,Good,Balcony,Small,High,Regular,Shade,Bamboo
Rural,44,38.0,70.6,11.0,6.7,0.78,87.3,Medium,144,50,15,78,75,0,Partial Shade,Loamy,7.6,Good,Outdoor,Large,Medium,Rare,Edible,Guava
Residential,38,20.9,45.2,14.7,2.3,0.58,32.5,Medium,147,65,29,88,150,9,Full Sun,Loamy,7.8,Moderate,Outdoor,Large,High,Rare,Air Purification,Neem
Urban,37,17.9,38.0,19.4,4.6,0.77,80.2,Medium,94,33,20,80,95,9,Full Sun,Loamy,8.0,Good,Outdoor,Large,Low,Rare,Shade,Neem
Urban,64,16.1,30.0,5.0,3.7,0.53,56.4,High,121,55,41,38,368,2,Full Sun,Sandy,7.3,Good,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Urban,72,34.8,72.4,17.5,6.5,0.14,71.6,Medium,141,15,18,92,270,1,Full Sun,Sandy,6.6,Good,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Residential,102,37.3,75.4,8.0,2.2,0.15,51.8,Medium,111,69,33,85,309,12,Full Shade,Clay,5.8,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Urban,61,31.2,61.8,10.2,6.0,0.4,69.4,High,134,39,29,54,243,14,Full Shade,Loamy,6.0,Good,Outdoor,Large,Low,Regular,Shade,Mango
Rural,76,24.6,51.0,4.9,7.5,0.14,76.5,High,109,86,41,81,320,14,Full Sun,Sandy,6.5,Moderate,Outdoor,Large,Low,Regular,Air Purification,Neem
Rural,74,24.5,44.1,1.0,4.4,0.1,37.1,Low,83,84,17,39,269,12,Partial Shade,Loamy,6.3,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,81,42.1,82.9,9.2,3.3,0.11,81.6,Low,144,42,39,34,243,2,Full Sun,Sandy,7.7,Good,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Urban,103,19.4,42.0,10.3,6.6,0.46,45.6,Medium,85,95,15,51,340,4,Partial Shade,Loamy,5.3,Poor,Balcony,Small,Medium,Regular,Decoration,Spider Plant
Urban,58,22.6,40.8,19.0,6.2,0.35,46.2,Low,85,60,31,70,256,15,Partial Shade,Loamy,8.2,Good,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Residential,75,40.1,74.6,5.8,6.5,0.73,85.2,Medium,123,26,31,36,144,16,Partial Shade,Loamy,5.9,Good,Indoor,Medium,Low,Frequent,Decoration,Money Plant
Urban,48,28.4,60.0,11.9,3.9,0.48,57.9,High,8,86,16,59,392,5,Full Sun,Loamy,5.7,Good,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Residential,59,28.5,60.7,19.7,2.4,0.32,44.8,Low,133,98,23,55,114,16,Full Shade,Loamy,6.2,Good,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Urban,38,29.9,60.6,7.4,5.0,0.7,88.6,Medium,66,39,40,54,289,1,Full Sun,Clay,5.2,Good,Balcony,Small,Low,Rare,Edible,Guava
Urban,88,25.8,47.1,19.5,3.7,0.15,87.0,Low,41,94,34,51,364,13,Partial Shade,Clay,5.7,Good,Indoor,Medium,Medium,Frequent,Decoration,Spider Plant
Residential,37,38.5,79.5,13.5,3.9,0.55,71.9,Medium,44,57,34,89,302,8,Full Shade,Sandy,6.1,Good,Balcony,Small,Medium,Frequent,Decoration,Spider Plant
Urban,57,34.5,64.6,5.0,5.4,0.24,48.0,Medium,108,31,28,51,268,16,Full Sun,Loamy,7.8,Good,Outdoor,Large,Low,Regular,Decoration,Ashoka
Urban,34,29.9,63.5,5.9,2.6,0.53,31.2,High,98,28,18,52,225,14,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Medium,Frequent,Air Purification,Peace Lily
Urban,101,16.3,34.5,19.8,3.9,0.42,78.5,Low,137,99,24,59,122,4,Partial Shade,Loamy,5.3,Good,Indoor,Medium,High,Frequent,Decoration,Peace Lily
Residential,72,38.5,81.5,3.8,4.3,0.18,72.2,Medium,59,92,37,71,303,18,Full Sun,Loamy,7.6,Good,Outdoor,Large,Low,Regular,Decoration,Ashoka
Residential,58,19.3,39.6,8.8,0.6,0.31,81.7,Low,130,17,24,67,224,16,Full Shade,Sandy,6.8,Good,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Urban,101,31.9,64.0,9.9,0.9,0.76,49.6,High,16,96,21,68,159,18,Full Sun,Loamy,6.9,Moderate,Outdoor,Large,Low,Regular,Edible,Mango
Urban,71,17.1,34.3,14.9,6.8,0.55,70.7,Medium,132,91,38,50,185,20,Partial Shade,Sandy,6.1,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,68,20.1,43.0,19.8,4.2,0.63,34.5,Medium,117,97,34,55,60,4,Full Sun,Loamy,8.0,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Residential,32,23.8,43.2,4.2,7.1,0.63,64.7,Low,130,71,25,60,183,14,Partial Shade,Sandy,5.1,Good,Balcony,Small,Low,Regular,Edible,Tulsi
Residential,89,27.2,59.0,18.4,3.7,0.49,30.2,Low,132,63,27,54,171,13,Full Sun,Sandy,6.8,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Rural,68,32.9,67.1,14.4,4.3,0.77,43.0,Medium,64,44,30,64,102,10,Full Shade,Clay,5.2,Moderate,Indoor,Medium,Low,Regular,Shade,Areca Palm
Urban,78,12.6,27.6,5.4,1.8,0.45,83.4,Low,20,72,17,93,314,1,Full Sun,Loamy,7.2,Moderate,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,54,42.1,86.1,11.2,7.1,0.68,74.1,Medium,117,44,25,78,76,9,Full Sun,Clay,5.2,Moderate,Outdoor,Large,Low,Rare,Decoration,Ashoka
Rural,87,39.2,79.4,2.4,3.1,0.63,62.2,Low,79,64,21,58,279,19,Full Shade,Sandy,8.1,Good,Indoor,Medium,High,Rare,Decoration,Peace Lily
Residential,104,22.6,48.6,4.4,0.9,0.37,43.4,Medium,117,47,23,64,218,10,Full Sun,Clay,6.0,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Residential,60,32.8,67.2,11.5,1.6,0.14,37.5,Low,59,90,35,65,329,4,Partial Shade,Sandy,7.2,Good,Balcony,Small,High,Regular,Decoration,Spider Plant
Rural,39,39.8,79.0,4.6,6.6,0.46,58.1,Medium,9,41,21,47,363,20,Partial Shade,Loamy,5.9,Moderate,Outdoor,Large,High,Regular,Decoration,Areca Palm
Urban,100,28.7,60.2,14.5,3.7,0.75,84.8,Low,7,54,22,34,360,17,Partial Shade,Sandy,6.3,Moderate,Indoor,Medium,High,Rare,Air Purification,Snake Plant
Urban,101,11.2,22.9,17.0,5.7,0.52,84.2,Medium,47,89,31,78,265,7,Full Sun,Loamy,7.9,Moderate,Outdoor,Large,Medium,Rare,Decoration,Ashoka
Urban,30,20.0,37.2,2.7,2.7,0.43,51.4,Medium,113,45,17,53,231,16,Full Sun,Sandy,6.4,Poor,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Urban,87,38.1,74.4,8.4,4.4,0.69,87.1,Medium,44,49,34,36,223,16,Full Sun,Loamy,5.1,Moderate,Outdoor,Large,Low,Rare,Decoration,Ashoka
Residential,50,23.8,45.2,14.7,1.8,0.46,56.0,High,70,20,29,36,216,19,Full Sun,Sandy,7.5,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Residential,88,16.9,31.0,7.7,7.7,0.45,57.3,Low,53,87,36,46,233,11,Partial Shade,Sandy,7.8,Good,Outdoor,Large,High,Frequent,Decoration,Bamboo
Residential,96,21.1,45.2,13.3,2.6,0.45,38.5,High,59,75,15,34,311,0,Full Sun,Loamy,5.5,Good,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Residential,41,13.3,24.2,7.1,7.7,0.39,46.8,Medium,73,94,34,75,168,7,Full Sun,Clay,8.2,Good,Outdoor,Large,Low,Rare,Decoration,Ashoka
Residential,80,30.0,62.8,8.1,4.9,0.31,66.0,Low,49,13,26,65,198,17,Partial Shade,Clay,7.5,Moderate,Outdoor,Large,Low,Frequent,Decoration,Bamboo
Urban,92,41.5,87.3,7.4,2.0,0.4,36.5,Low,127,31,25,57,53,8,Full Shade,Loamy,5.9,Good,Balcony,Small,Medium,Rare,Edible,Aloe Vera
Urban,32,12.5,24.7,9.1,1.4,0.27,76.1,Medium,31,57,27,73,313,20,Full Sun,Sandy,6.1,Good,Balcony,Small,Medium,Regular,Shade,Bamboo
Residential,42,13.0,25.5,10.7,6.0,0.67,46.4,Low,101,15,20,40,106,15,Full Shade,Loamy,5.3,Good,Indoor,Medium,Medium,Frequent,Decoration,Peace Lily
Urban,90,12.4,23.9,19.1,4.9,0.58,60.4,Medium,40,20,15,40,223,13,Full Sun,Sandy,8.1,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,64,20.5,38.0,17.5,2.5,0.37,68.9,Medium,25,71,37,74,141,8,Full Shade,Loamy,8.1,Moderate,Indoor,Medium,Medium,Regular,Edible,Tulsi
Urban,31,34.6,73.5,3.7,5.9,0.19,52.0,High,54,69,26,92,159,4,Full Sun,Sandy,7.5,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Urban,90,25.5,51.5,8.3,3.0,0.46,68.1,High,38,49,17,65,325,5,Full Sun,Clay,6.4,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Rural,79,27.0,50.2,17.0,0.7,0.31,40.7,Medium,44,54,21,79,80,12,Full Sun,Clay,5.8,Moderate,Outdoor,Large,Low,Rare,Air Purification,Neem
Residential,89,9.6,19.7,15.4,3.2,0.42,33.9,Medium,122,46,19,49,297,15,Partial Shade,Sandy,5.0,Good,Balcony,Small,Medium,Frequent,Air Purification,Snake Plant
Residential,105,27.9,51.9,17.7,7.2,0.57,83.5,High,14,53,37,46,325,16,Partial Shade,Loamy,7.2,Moderate,Outdoor,Large,Low,Rare,Air Purification,Neem
Urban,33,35.9,66.2,4.9,7.9,0.38,85.3,Low,13,72,23,59,134,18,Partial Shade,Loamy,6.0,Good,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,62,19.0,38.3,6.5,0.5,0.77,37.8,Low,118,74,16,94,310,9,Full Sun,Sandy,6.2,Good,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Rural,51,13.0,28.0,19.9,3.1,0.19,51.1,High,31,59,24,91,65,19,Full Shade,Loamy,6.3,Good,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,56,36.3,73.7,10.5,3.3,0.33,48.8,Medium,25,68,30,63,120,15,Full Shade,Clay,5.5,Moderate,Outdoor,Large,High,Regular,Air Purification,Peepal
Rural,36,31.7,61.7,6.5,6.7,0.46,47.0,High,139,75,21,51,122,11,Partial Shade,Sandy,8.1,Good,Outdoor,Large,Low,Regular,Decoration,Areca Palm
Rural,103,20.3,37.1,7.1,3.8,0.56,84.1,High,118,84,27,51,342,13,Full Sun,Loamy,5.9,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,79,28.6,58.8,10.0,2.7,0.34,70.2,High,32,82,27,55,398,11,Full Shade,Sandy,7.7,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Residential,52,23.1,45.0,19.9,3.9,0.75,34.9,Low,33,97,41,33,83,19,Partial Shade,Sandy,6.4,Good,Indoor,Medium,Medium,Frequent,Air Purification,Peace Lily
Urban,44,36.5,70.7,2.0,5.2,0.66,46.4,Medium,139,83,34,39,380,3,Full Sun,Loamy,6.1,Poor,Outdoor,Large,Medium,Rare,Edible,Guava
Urban,61,40.7,85.3,6.3,5.7,0.17,50.4,Medium,31,25,40,48,303,17,Partial Shade,Sandy,5.4,Good,Balcony,Small,Medium,Frequent,Air Purification,Snake Plant
Rural,92,14.6,30.5,14.3,2.7,0.12,48.7,Low,35,98,37,58,97,14,Partial Shade,Sandy,6.9,Moderate,Outdoor,Large,Medium,Rare,Edible,Coconut
Urban,32,24.5,49.8,9.8,1.0,0.26,50.0,High,82,45,41,57,295,4,Full Sun,Loamy,7.9,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,46,15.9,29.0,10.0,2.8,0.67,63.9,Medium,10,10,34,66,205,12,Full Sun,Loamy,7.6,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Rural,35,43.0,79.7,7.3,4.7,0.13,76.9,Medium,62,37,35,76,200,2,Partial Shade,Sandy,7.1,Good,Outdoor,Large,Medium,Regular,Edible,Coconut
Urban,64,38.5,82.9,10.7,7.9,0.43,33.5,Medium,141,73,32,45,389,11,Partial Shade,Loamy,7.1,Moderate,Outdoor,Large,Low,Frequent,Decoration,Bamboo
Urban,43,17.2,35.5,17.5,7.5,0.71,31.3,High,73,93,29,90,85,6,Full Sun,Sandy,6.1,Moderate,Indoor,Medium,Medium,Frequent,Decoration,Areca Palm
Urban,62,12.0,22.7,4.6,3.0,0.34,67.1,Low,90,34,29,43,247,15,Partial Shade,Sandy,6.5,Moderate,Outdoor,Large,Medium,Rare,Edible,Coconut
Rural,79,39.8,71.8,7.0,5.7,0.72,31.4,Low,137,70,27,51,355,3,Full Sun,Sandy,6.0,Moderate,Outdoor,Large,Medium,Rare,Decoration,Bougainvillea
Residential,47,13.1,27.9,13.2,1.0,0.18,74.7,Low,14,45,15,80,235,12,Full Sun,Clay,6.8,Good,Balcony,Small,Medium,Frequent,Decoration,Bougainvillea
Residential,78,30.5,65.5,4.6,4.4,0.46,39.8,Medium,54,37,41,59,73,1,Full Sun,Sandy,6.4,Good,Balcony,Small,Medium,Regular,Shade,Bamboo
Urban,30,9.3,18.9,3.7,6.1,0.33,65.6,Medium,7,89,37,33,257,3,Partial Shade,Loamy,6.2,Moderate,Indoor,Medium,Medium,Rare,Edible,Aloe Vera
Urban,71,10.5,19.1,8.2,4.1,0.69,75.4,High,62,62,24,81,121,2,Full Shade,Sandy,7.1,Good,Outdoor,Large,High,Frequent,Edible,Coconut
Rural,33,36.4,72.5,15.1,2.3,0.46,41.6,Medium,20,26,38,86,390,3,Full Sun,Loamy,6.3,Good,Outdoor,Large,Low,Regular,Shade,Mango
Residential,92,28.9,52.8,5.6,1.2,0.46,75.4,High,144,10,24,64,318,5,Full Sun,Clay,7.3,Good,Indoor,Medium,Medium,Regular,Edible,Tulsi
Residential,59,34.4,73.9,19.1,8.0,0.27,64.9,Low,28,48,25,71,314,1,Full Sun,Sandy,6.1,Good,Balcony,Small,Medium,Rare,Edible,Guava
Urban,100,41.2,74.6,15.0,3.1,0.65,47.8,Medium,60,93,37,50,146,1,Full Sun,Clay,5.7,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Rural,62,23.9,46.2,2.0,1.9,0.14,54.3,High,29,99,19,31,102,16,Full Sun,Sandy,5.6,Good,Outdoor,Large,Medium,Frequent,Air Purification,Banyan
Urban,73,37.5,77.9,19.9,7.0,0.37,39.2,Medium,43,41,41,51,317,20,Partial Shade,Sandy,6.9,Moderate,Indoor,Medium,Medium,Frequent,Edible,Tulsi
Residential,57,15.6,30.2,15.6,7.0,0.65,65.8,High,62,96,21,40,119,7,Full Sun,Sandy,6.0,Poor,Balcony,Small,Medium,Rare,Air Purification,Bamboo
Residential,53,26.6,55.9,5.5,2.6,0.42,70.5,Medium,27,32,22,37,59,10,Partial Shade,Clay,5.3,Moderate,Balcony,Small,Low,Rare,Decoration,Money Plant
Residential,48,12.0,25.5,2.3,5.4,0.34,48.8,High,128,31,27,48,142,3,Partial Shade,Sandy,5.6,Poor,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Rural,70,20.3,39.2,13.0,4.4,0.63,31.6,High,84,21,33,45,298,9,Full Sun,Sandy,7.2,Good,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Rural,48,11.5,24.3,13.4,7.9,0.66,78.4,Low,15,31,26,75,278,13,Full Sun,Sandy,6.8,Poor,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Residential,66,12.4,23.1,6.0,4.0,0.56,41.5,Low,106,74,39,39,64,13,Partial Shade,Loamy,7.5,Poor,Balcony,Small,High,Regular,Shade,Bamboo
Residential,43,9.1,16.6,18.8,2.5,0.49,45.0,Medium,103,60,40,71,304,8,Full Sun,Loamy,7.3,Good,Balcony,Small,High,Regular,Air Purification,Bamboo
Residential,33,12.6,26.6,16.0,0.9,0.31,64.1,High,61,41,22,76,61,5,Partial Shade,Clay,7.0,Good,Outdoor,Large,Medium,Regular,Edible,Mango
Urban,73,36.0,75.0,10.6,3.1,0.62,39.3,High,38,24,40,76,148,18,Partial Shade,Loamy,7.4,Good,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Residential,84,9.1,16.5,13.3,2.0,0.66,80.2,High,22,37,24,67,135,7,Full Sun,Sandy,8.2,Good,Balcony,Small,High,Regular,Shade,Bamboo
Residential,90,30.4,66.6,17.2,1.0,0.41,78.1,Medium,74,20,28,93,190,6,Full Sun,Loamy,7.8,Good,Outdoor,Large,Medium,Regular,Air Purification,Banyan
Urban,39,35.7,73.8,2.0,0.8,0.46,47.3,High,56,42,28,40,65,5,Partial Shade,Loamy,5.7,Good,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Urban,41,20.8,38.1,2.4,1.8,0.58,73.4,Low,47,26,35,84,154,10,Full Sun,Sandy,8.0,Good,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Residential,91,11.2,24.2,17.2,1.7,0.17,61.4,Medium,141,18,29,57,201,9,Partial Shade,Sandy,7.7,Good,Balcony,Small,Medium,Rare,Shade,Bamboo
Rural,76,32.9,63.0,12.0,3.7,0.56,55.8,Low,46,61,34,33,264,5,Partial Shade,Loamy,6.8,Moderate,Outdoor,Large,Medium,Rare,Edible,Guava
Residential,104,18.6,37.6,13.3,3.6,0.39,48.6,Low,22,44,35,66,399,10,Full Sun,Loamy,6.0,Poor,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Rural,33,17.0,37.1,9.0,6.6,0.3,42.3,Low,35,32,25,81,362,12,Partial Shade,Sandy,7.2,Moderate,Outdoor,Large,Medium,Rare,Air Purification,Neem
Urban,86,26.2,50.6,14.8,0.9,0.75,32.3,Low,13,83,27,90,119,18,Partial Shade,Loamy,8.2,Moderate,Indoor,Medium,High,Frequent,Edible,Tulsi
Rural,92,19.4,35.2,9.3,6.1,0.6,80.1,Medium,7,64,21,37,348,12,Full Sun,Sandy,5.7,Moderate,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Urban,43,37.7,72.5,11.2,5.1,0.6,56.2,High,25,57,26,66,339,17,Full Sun,Loamy,6.9,Good,Outdoor,Large,Low,Rare,Edible,Guava
Residential,101,24.6,44.9,19.6,6.2,0.53,83.0,Medium,126,75,29,34,131,4,Full Sun,Sandy,7.1,Good,Indoor,Medium,High,Rare,Edible,Aloe Vera
Urban,32,16.2,34.9,6.9,1.9,0.17,40.1,High,114,31,25,90,137,0,Partial Shade,Clay,5.6,Good,Outdoor,Large,Low,Rare,Air Purification,Neem
Residential,92,16.3,29.8,3.8,7.5,0.56,40.6,Low,14,43,33,55,381,3,Full Sun,Clay,7.6,Good,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Rural,36,30.2,55.3,3.8,5.4,0.24,72.7,High,71,16,33,74,120,3,Full Sun,Loamy,7.0,Poor,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Urban,46,41.4,78.0,10.8,7.2,0.12,46.6,High,134,28,26,76,193,2,Full Sun,Sandy,7.2,Good,Balcony,Small,Low,Frequent,Air Purification,Bamboo
Residential,67,28.6,61.6,8.7,6.7,0.1,49.8,Medium,51,45,17,47,259,2,Full Sun,Loamy,6.1,Moderate,Indoor,Medium,Medium,Rare,Decoration,Areca Palm
Urban,84,21.1,44.4,10.7,4.9,0.62,42.0,Medium,98,63,21,53,85,9,Full Shade,Clay,5.2,Moderate,Outdoor,Large,Medium,Frequent,Shade,Neem
Rural,92,13.2,26.1,7.9,7.6,0.59,82.5,High,65,45,22,63,95,5,Full Sun,Sandy,5.6,Poor,Balcony,Small,Medium,Regular,Edible,Guava
Urban,68,36.7,79.6,13.4,6.4,0.68,50.3,High,75,79,29,56,130,1,Partial Shade,Sandy,7.2,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Urban,48,32.1,62.5,12.9,6.4,0.27,45.7,Low,37,98,39,65,304,19,Full Sun,Sandy,6.2,Good,Balcony,Small,Low,Regular,Decoration,Bougainvillea
Residential,32,24.2,52.8,19.9,7.0,0.65,36.1,Low,110,80,31,33,304,6,Full Sun,Clay,7.1,Good,Balcony,Small,Low,Rare,Decoration,Bougainvillea
Residential,37,36.1,70.4,1.1,4.7,0.18,45.4,Medium,102,40,37,73,160,15,Full Sun,Sandy,5.3,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Rural,37,32.3,58.2,7.8,3.3,0.48,72.9,Low,21,72,21,56,386,8,Partial Shade,Sandy,6.4,Poor,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Residential,33,30.3,54.7,15.1,2.0,0.73,43.0,Low,51,94,33,91,378,1,Full Sun,Loamy,5.6,Moderate,Outdoor,Large,Low,Regular,Shade,Mango
Urban,48,34.7,72.5,7.9,4.4,0.24,34.2,Low,116,14,38,80,150,3,Full Shade,Loamy,8.0,Good,Indoor,Medium,High,Rare,Air Purification,Snake Plant
Urban,61,34.5,69.2,19.5,2.4,0.57,38.0,High,52,94,40,73,208,10,Full Sun,Loamy,6.2,Good,Balcony,Small,Medium,Rare,Decoration,Bougainvillea
Residential,58,24.7,45.0,8.1,5.1,0.77,60.7,Low,33,89,30,82,208,0,Full Shade,Clay,6.0,Moderate,Indoor,Medium,High,Regular,Edible,Tulsi
Residential,48,11.8,23.2,2.4,0.9,0.16,67.3,Low,40,25,39,41,83,2,Partial Shade,Loamy,7.2,Moderate,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Residential,62,37.3,79.1,5.3,4.9,0.46,34.0,High,6,95,41,75,392,19,Full Sun,Loamy,6.9,Moderate,Outdoor,Large,Medium,Rare,Edible,Guava
Residential,99,10.6,20.5,11.5,3.9,0.51,84.7,High,58,78,30,52,193,10,Full Shade,Clay,7.6,Good,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Rural,32,27.3,59.2,4.7,6.6,0.62,75.9,Medium,141,40,41,92,316,6,Partial Shade,Clay,8.1,Good,Outdoor,Large,Medium,Rare,Shade,Neem
Residential,70,19.1,38.0,8.1,5.9,0.68,63.6,Medium,99,76,20,66,372,7,Full Sun,Sandy,6.7,Good,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Urban,42,31.6,67.9,8.8,4.1,0.17,41.9,Low,146,38,36,71,269,9,Full Sun,Clay,6.0,Good,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Residential,68,37.9,77.1,1.8,7.4,0.31,69.6,Medium,30,52,17,36,345,13,Partial Shade,Clay,6.9,Good,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Residential,51,16.1,34.4,19.7,5.9,0.1,85.1,Medium,56,21,25,90,168,2,Partial Shade,Sandy,6.4,Good,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Urban,90,9.1,18.7,13.9,2.9,0.11,31.1,Medium,99,91,35,58,186,10,Full Sun,Sandy,7.0,Good,Balcony,Small,Low,Rare,Decoration,Bougainvillea
Rural,42,35.6,75.7,17.3,3.6,0.66,43.9,Low,80,12,30,92,345,20,Partial Shade,Clay,5.8,Good,Outdoor,Large,Medium,Frequent,Decoration,Bamboo
Rural,86,35.1,70.2,6.7,3.1,0.27,32.1,High,120,74,31,44,371,1,Full Sun,Sandy,5.2,Good,Balcony,Small,Low,Frequent,Decoration,Bougainvillea
Urban,59,20.6,42.1,4.8,7.5,0.61,39.1,High,15,55,25,32,312,13,Full Sun,Loamy,7.2,Moderate,Outdoor,Large,High,Frequent,Edible,Guava
Urban,32,28.3,60.4,4.0,1.6,0.51,68.9,Medium,91,61,31,38,198,19,Full Sun,Sandy,5.2,Poor,Outdoor,Large,Low,Regular,Decoration,Bougainvillea
Rural,43,9.8,20.4,19.0,4.2,0.71,66.3,Low,40,86,31,84,266,4,Full Sun,Loamy,5.8,Moderate,Outdoor,Large,Low,Rare,Shade,Neem
